Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino
AZU - 2573,AZUL,Nacional,2016-01-23T07:00:00Z,,2016-01-23T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-04T07:00:00Z,,2016-01-04T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-13T07:00:00Z,,2016-01-13T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-22T07:00:00Z,,2016-01-22T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-09T07:00:00Z,,2016-01-09T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-07T07:00:00Z,,2016-01-07T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-14T07:00:00Z,,2016-01-14T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-20T07:00:00Z,,2016-01-20T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-18T07:00:00Z,,2016-01-18T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-12T07:00:00Z,,2016-01-12T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-01T07:00:00Z,,2016-01-01T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-29T07:00:00Z,,2016-01-29T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-15T07:00:00Z,,2016-01-15T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-06T07:00:00Z,,2016-01-06T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-27T07:00:00Z,,2016-01-27T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-02T07:00:00Z,,2016-01-02T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-11T07:00:00Z,,2016-01-11T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-21T07:00:00Z,,2016-01-21T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-25T07:00:00Z,,2016-01-25T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-26T07:00:00Z,,2016-01-26T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-28T07:00:00Z,,2016-01-28T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-08T07:00:00Z,,2016-01-08T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2573,AZUL,Nacional,2016-01-16T07:00:00Z,,2016-01-16T08:15:00Z,,Cancelado,AUTORIZADO,Leite Lopes,Ribeirao Preto,SP,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil
AZU - 2574,AZUL,Regional,2016-01-15T21:57:00Z,,2016-01-16T00:20:00Z,,Cancelado,CANCELAMENTO - AEROPORTO ORIGEM ABAIXO LIMITES,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-08T21:57:00Z,2016-01-08T21:51:00Z,2016-01-09T00:20:00Z,2016-01-08T23:57:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-01T21:57:00Z,2016-01-01T22:18:00Z,2016-01-02T00:20:00Z,2016-01-02T00:27:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO AEROPORTO INTERDITADO,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-17T21:57:00Z,2016-01-17T21:52:00Z,2016-01-18T00:20:00Z,2016-01-18T00:05:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Regional,2016-01-22T21:57:00Z,,2016-01-23T00:20:00Z,,Cancelado,AUTORIZADO,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-24T21:57:00Z,2016-01-24T21:46:00Z,2016-01-25T00:20:00Z,2016-01-24T23:55:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-28T21:57:00Z,2016-01-28T22:30:00Z,2016-01-29T00:20:00Z,2016-01-29T00:34:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO CONDICOES METEOROLOGICAS,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Regional,2016-01-18T21:57:00Z,2016-01-18T21:57:00Z,2016-01-19T00:20:00Z,2016-01-19T00:20:00Z,Realizado,,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-13T21:57:00Z,2016-01-13T22:40:00Z,2016-01-14T00:20:00Z,2016-01-14T00:45:00Z,Realizado,AEROPORTO DESTINO ABAIXO DOS LIMITES,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-19T21:57:00Z,2016-01-19T21:55:00Z,2016-01-20T00:20:00Z,2016-01-20T00:10:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-10T21:57:00Z,2016-01-10T22:05:00Z,2016-01-11T00:20:00Z,2016-01-11T00:11:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-05T21:57:00Z,2016-01-05T21:45:00Z,2016-01-06T00:20:00Z,2016-01-05T23:46:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Regional,2016-01-07T21:57:00Z,2016-01-07T21:57:00Z,2016-01-08T00:20:00Z,2016-01-08T00:20:00Z,Realizado,,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-14T21:57:00Z,2016-01-14T22:01:00Z,2016-01-15T00:20:00Z,2016-01-15T00:11:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-26T21:57:00Z,2016-01-26T21:51:00Z,2016-01-27T00:20:00Z,2016-01-26T23:57:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-04T21:57:00Z,2016-01-04T21:47:00Z,2016-01-05T00:20:00Z,2016-01-04T23:47:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-06T21:57:00Z,2016-01-06T21:47:00Z,2016-01-07T00:20:00Z,2016-01-06T23:56:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-20T21:57:00Z,2016-01-20T21:58:00Z,2016-01-21T00:20:00Z,2016-01-21T00:10:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-11T21:57:00Z,2016-01-11T21:38:00Z,2016-01-12T00:20:00Z,2016-01-11T23:50:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-03T21:57:00Z,2016-01-03T21:49:00Z,2016-01-04T00:20:00Z,2016-01-04T00:02:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-25T21:57:00Z,2016-01-25T21:53:00Z,2016-01-26T00:20:00Z,2016-01-26T00:00:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-21T21:57:00Z,2016-01-21T22:20:00Z,2016-01-22T00:20:00Z,2016-01-22T00:31:00Z,Realizado,DEFEITOS DA AERONAVE,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-27T21:57:00Z,2016-01-27T22:51:00Z,2016-01-28T00:20:00Z,2016-01-28T00:51:00Z,Realizado,TROCA DE AERONAVE,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-31T21:57:00Z,2016-01-31T21:43:00Z,2016-02-01T00:20:00Z,2016-01-31T23:41:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-29T21:57:00Z,2016-01-29T21:49:00Z,2016-01-30T00:20:00Z,2016-01-30T00:01:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2574,AZUL,Nacional,2016-01-12T21:57:00Z,2016-01-12T22:15:00Z,2016-01-13T00:20:00Z,2016-01-13T00:15:00Z,Realizado,ATRASO DEVIDO RETORNO - CONDICOES METEOROLOGICAS,Santos Dumont,Rio De Janeiro,RJ,Brasil,Campo Grande,Campo Grande,MS,Brasil
AZU - 2575,AZUL,Nacional,2016-01-11T04:45:00Z,2016-01-11T04:34:00Z,2016-01-11T06:50:00Z,2016-01-11T06:36:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-04T04:45:00Z,2016-01-04T04:31:00Z,2016-01-04T06:50:00Z,2016-01-04T06:27:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-12T04:45:00Z,2016-01-12T04:35:00Z,2016-01-12T06:50:00Z,2016-01-12T06:42:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-29T04:45:00Z,2016-01-29T04:35:00Z,2016-01-29T06:50:00Z,2016-01-29T06:43:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-27T04:45:00Z,2016-01-27T04:39:00Z,2016-01-27T06:50:00Z,2016-01-27T06:48:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-06T04:45:00Z,2016-01-06T04:39:00Z,2016-01-06T06:50:00Z,2016-01-06T06:34:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-21T04:45:00Z,2016-01-21T04:35:00Z,2016-01-21T06:50:00Z,2016-01-21T06:37:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-13T04:45:00Z,2016-01-13T04:34:00Z,2016-01-13T06:50:00Z,2016-01-13T06:38:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-25T04:45:00Z,2016-01-25T04:30:00Z,2016-01-25T06:50:00Z,2016-01-25T06:31:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-22T04:45:00Z,2016-01-22T04:38:00Z,2016-01-22T06:50:00Z,2016-01-22T06:42:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-20T04:45:00Z,2016-01-20T04:32:00Z,2016-01-20T06:50:00Z,2016-01-20T06:31:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-14T04:45:00Z,2016-01-14T04:43:00Z,2016-01-14T06:50:00Z,2016-01-14T06:38:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-26T04:45:00Z,2016-01-26T04:37:00Z,2016-01-26T06:50:00Z,2016-01-26T06:37:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-05T04:45:00Z,2016-01-05T04:30:00Z,2016-01-05T06:50:00Z,2016-01-05T06:31:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-02T04:45:00Z,2016-01-02T04:35:00Z,2016-01-02T06:50:00Z,2016-01-02T06:33:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-01T04:45:00Z,2016-01-01T04:36:00Z,2016-01-01T06:50:00Z,2016-01-01T06:45:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-15T04:45:00Z,2016-01-15T04:40:00Z,2016-01-15T06:50:00Z,2016-01-15T06:41:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-09T04:45:00Z,2016-01-09T04:39:00Z,2016-01-09T06:50:00Z,2016-01-09T06:36:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Regional,2016-01-07T04:45:00Z,2016-01-07T04:45:00Z,2016-01-07T06:50:00Z,2016-01-07T06:50:00Z,Realizado,,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-18T04:45:00Z,2016-01-18T04:37:00Z,2016-01-18T06:50:00Z,2016-01-18T06:33:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Regional,2016-01-16T04:45:00Z,,2016-01-16T06:50:00Z,,Cancelado,CANCELAMENTO - CONEXAO AERONAVE/VOLTA - VOO DE IDA CANCELADO - AEROPORTO INTERDITADO,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-30T04:45:00Z,2016-01-30T04:32:00Z,2016-01-30T06:50:00Z,2016-01-30T06:33:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-08T04:45:00Z,2016-01-08T04:35:00Z,2016-01-08T06:50:00Z,2016-01-08T06:45:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Regional,2016-01-23T04:45:00Z,2016-01-23T04:45:00Z,2016-01-23T06:50:00Z,2016-01-23T06:50:00Z,Realizado,,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Nacional,2016-01-19T04:45:00Z,2016-01-19T04:37:00Z,2016-01-19T06:50:00Z,2016-01-19T06:36:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2575,AZUL,Regional,2016-01-28T04:45:00Z,2016-01-28T04:45:00Z,2016-01-28T06:50:00Z,2016-01-28T06:50:00Z,Realizado,,Campo Grande,Campo Grande,MS,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2578,AZUL,Nacional,2016-01-18T12:28:00Z,2016-01-18T13:25:00Z,2016-01-18T13:30:00Z,2016-01-18T14:26:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO CONDICOES METEOROLOGICAS,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Regional,2016-01-25T12:28:00Z,,2016-01-25T13:30:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Nacional,2016-01-13T12:28:00Z,2016-01-13T14:06:00Z,2016-01-13T13:30:00Z,2016-01-13T15:06:00Z,Realizado,AEROPORTO ORIGEM ABAIXO DOS LIMITES,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Regional,2016-01-07T12:28:00Z,2016-01-07T12:28:00Z,2016-01-07T13:30:00Z,2016-01-07T13:30:00Z,Realizado,,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Regional,2016-01-20T12:28:00Z,,2016-01-20T13:30:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Nacional,2016-01-10T12:28:00Z,2016-01-10T15:04:00Z,2016-01-10T13:30:00Z,2016-01-10T16:03:00Z,Realizado,DEFEITOS DA AERONAVE,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Nacional,2016-01-28T12:28:00Z,2016-01-28T13:09:00Z,2016-01-28T13:30:00Z,2016-01-28T14:08:00Z,Realizado,FACILIDADES DO AEROPORTO - RESTRICOES DE APOIO,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Nacional,2016-01-01T12:28:00Z,2016-01-01T12:18:00Z,2016-01-01T13:30:00Z,2016-01-01T13:16:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Regional,2016-01-15T12:28:00Z,,2016-01-15T13:30:00Z,,Cancelado,CANCELAMENTO - AEROPORTO ORIGEM ABAIXO LIMITES,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Regional,2016-01-21T12:28:00Z,,2016-01-21T13:30:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Nacional,2016-01-05T12:28:00Z,2016-01-05T12:43:00Z,2016-01-05T13:30:00Z,2016-01-05T13:43:00Z,Realizado,DEFEITOS DA AERONAVE,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Regional,2016-01-17T12:28:00Z,,2016-01-17T13:30:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Nacional,2016-01-29T12:28:00Z,2016-01-29T12:25:00Z,2016-01-29T13:30:00Z,2016-01-29T13:24:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
AZU - 2578,AZUL,Nacional,2016-01-26T12:28:00Z,2016-01-26T12:52:00Z,2016-01-26T13:30:00Z,2016-01-26T13:49:00Z,Realizado,CONEXAO DE AERONAVE,Tancredo Neves,Confins,MG,Brasil,Coronel Altino Machado,Governador Valadares,MG,Brasil
